"session_id","is_click"
387622,1
278746,1
265339,1
387019,1
281672,1
436027,1
558542,1
536997,1
433821,1
208687,1
264923,1
516171,1
428215,1
237673,1
208431,1
208564,1
481523,1
345633,1
207527,1
271352,1
281209,1
210611,1
515946,1
347856,1
25311,1
239227,1
536605,1
251697,1
530314,1
227337,1
227255,1
288127,1
287646,1
435517,1
279178,1
238639,1
472704,1
348462,1
400053,1
539515,1
238378,1
267429,1
558482,1
208380,1
239135,1
239305,1
481609,1
537837,1
227499,1
529838,1
266741,1
208358,1
558451,1
519792,1
537770,1
238822,1
281734,1
272015,1
315892,1
237695,1
277035,1
558605,1
222675,1
521448,1
537557,1
227576,1
274642,1
238456,1
281124,1
518387,1
522373,1
255460,1
227203,1
484411,1
251656,1
528797,1
283587,1
275551,1
249055,1
406538,1
227455,1
540000,1
269045,1
277720,1
211846,1
262882,1
450155,1
350191,1
13869,1
267059,1
264549,1
328550,1
539585,1
238883,1
281880,1
462991,1
381568,1
428772,1
484608,1
558899,1
238445,1
274978,1
516511,1
522103,1
264532,1
251043,1
518793,1
26946,1
239616,1
384979,1
276013,1
28502,1
522108,1
532306,1
269561,1
31891,1
227123,1
558897,1
250311,1
253136,1
534117,1
253517,1
522843,1
463172,1
406485,1
237860,1
256326,1
280376,1
530253,1
544092,1
385181,1
249977,1
270090,1
538899,1
277190,1
544100,1
238790,1
537864,1
484298,1
472693,1
277339,1
539385,1
536698,1
250802,1
350685,1
31729,1
270763,1
274448,1
274270,1
32857,1
346118,1
348196,1
278759,1
520523,1
227226,1
239565,1
238422,1
558726,1
535954,1
484383,1
282739,1
32144,1
520541,1
545745,1
350652,1
227108,1
531081,1
274114,1
246699,1
226973,1
32393,1
275320,1
255358,1
515969,1
558566,1
280460,1
558757,1
237805,1
533106,1
388214,1
239582,1
275160,1
528893,1
255819,1
282738,1
347945,1
381738,1
227327,1
212299,1
15403,1
272180,1
237839,1
522424,1
351250,1
262865,1
328070,1
521289,1
250429,1
13682,1
217049,1
255097,1
276277,1
26950,1
254876,1
281306,1
326807,1
532180,1
263802,1
558553,1
558480,1
520944,1
533818,1
264671,1
521437,1
239436,1
255734,1
386027,1
519988,1
280164,1
278698,1
522471,1
276279,1
276062,1
558835,1
242362,1
529770,1
266577,1
227384,1
539156,1
349647,1
243905,1
249508,1
227006,1
517046,1
277577,1
428783,1
250930,1
265003,1
278454,1
27585,1
533651,1
227318,1
226992,1
227101,1
530288,1
279739,1
227406,1
274600,1
264933,1
273913,1
267631,1
250444,1
253993,1
276907,1
264670,1
31738,1
276650,1
381659,1
281736,1
558612,1
484400,1
341299,1
515844,1
530361,1
481692,1
538226,1
484413,1
378499,1
279734,1
272120,1
272284,1
381610,1
529363,1
246438,1
538071,1
275014,1
537993,1
263063,1
516771,1
545383,1
433849,1
558674,1
351503,1
345880,1
350672,1
543504,1
215534,1
351402,1
288136,1
520853,1
433980,1
15301,1
276403,1
282465,1
532648,1
558617,1
434518,1
408197,1
522603,1
518985,1
27003,1
521974,1
282714,1
523102,1
281883,1
381594,1
202803,1
328190,1
274885,1
484358,1
545719,1
484102,1
428906,1
268261,1
517129,1
349401,1
25878,1
534950,1
168721,1
484345,1
327341,1
558613,1
283224,1
517871,1
327158,1
530321,1
274006,1
32441,1
32279,1
348356,1
530436,1
276101,1
268548,1
405630,1
31762,1
226979,1
530707,1
250003,1
518100,1
516595,1
242503,1
347169,1
325695,1
247948,1
351079,1
262514,1
485267,1
520936,1
544103,1
25208,1
523156,1
206519,1
544058,1
274399,1
274182,1
251536,1
328095,1
545785,1
833,1
279030,1
554522,1
522735,1
558402,1
533576,1
539469,1
267071,1
530040,1
429003,1
26985,1
376286,1
346236,1
518015,1
544871,1
350441,1
522641,1
529106,1
521861,1
545053,1
279475,1
266177,1
472297,1
545747,1
25334,1
519901,1
273559,1
463129,1
202794,1
535876,1
408239,1
206522,1
538659,1
558721,1
428691,1
535688,1
381608,1
484287,1
246681,1
254279,1
280476,1
558496,1
245515,1
392374,1
531238,1
346389,1
274826,1
516805,1
528766,1
544492,1
558834,1
381739,1
345789,1
273064,1
519761,1
531654,1
351076,1
536412,1
33298,1
15226,1
250613,1
516509,1
248985,1
539023,1
243291,1
484086,1
529107,1
522736,1
533824,1
269711,1
32243,1
516464,1
25327,1
275000,1
25267,1
536622,1
250835,1
558693,1
535078,1
250860,1
558876,1
268169,1
276610,1
484285,1
282717,1
558813,1
248541,1
327712,1
539999,1
215186,1
269644,1
520456,1
544689,1
269884,1
280222,1
33394,1
558415,1
516344,1
537265,1
266091,1
529547,1
528908,1
27546,1
522588,1
388867,1
522980,1
238775,1
544082,1
250501,1
389066,1
389147,1
227198,1
387194,1
517942,1
428546,1
240672,1
11833,1
237962,1
552224,1
239347,1
239295,1
402836,1
239994,1
239432,1
240723,1
467224,1
161613,1
238320,1
237942,1
401985,1
388015,1
565798,1
237672,1
236475,1
217596,1
396707,1
565766,1
469583,1
251785,1
253347,1
517731,1
387132,1
249732,1
522139,1
238255,1
388298,1
239639,1
237879,1
235843,1
238364,1
238317,1
238414,1
388123,1
471527,1
539679,1
238867,1
255583,1
26821,1
248971,1
235144,1
407502,1
544355,1
238336,1
240678,1
387155,1
564106,1
27427,1
388705,1
451034,1
386651,1
388245,1
388153,1
358976,1
240699,1
358799,1
565760,1
226611,1
466583,1
386485,1
235392,1
240729,1
252436,1
467923,1
240485,1
226602,1
358377,1
387981,1
467279,1
465909,1
516042,1
27907,1
468252,1
388775,1
558410,1
236236,1
388187,1
388616,1
387488,1
407470,1
492105,1
239413,1
237721,1
558547,1
388310,1
240559,1
469684,1
388468,1
238903,1
358870,1
237784,1
387883,1
388450,1
565697,1
386511,1
549419,1
517622,1
239425,1
387346,1
465809,1
550167,1
240815,1
28156,1
236428,1
404195,1
254075,1
387911,1
558898,1
11907,1
239307,1
238034,1
387510,1
387437,1
238864,1
516785,1
238512,1
592652,1
388920,1
451925,1
387613,1
565785,1
543997,1
404452,1
528574,1
240484,1
386466,1
466918,1
268390,1
565752,1
272904,1
274514,1
388764,1
240589,1
522117,1
484015,1
238358,1
565813,1
539983,1
388726,1
466532,1
264059,1
551524,1
25569,1
263917,1
238039,1
532296,1
467159,1
387291,1
386156,1
386947,1
387570,1
222025,1
386147,1
11860,1
255906,1
565814,1
282816,1
388157,1
396718,1
534565,1
263954,1
388352,1
28372,1
25222,1
239132,1
387257,1
470986,1
278553,1
281591,1
238521,1
558659,1
276735,1
520042,1
533696,1
387937,1
470833,1
218175,1
252217,1
388161,1
469970,1
387844,1
529381,1
565821,1
388465,1
264914,1
26934,1
544534,1
272145,1
271422,1
544060,1
268410,1
532370,1
248310,1
275611,1
389144,1
238368,1
428565,1
332391,1
22958,1
272877,1
249198,1
387107,1
386946,1
240753,1
517043,1
388078,1
489055,1
11771,1
280528,1
240769,1
543759,1
544359,1
171384,1
388283,1
280428,1
238149,1
253848,1
281773,1
282062,1
327788,1
350530,1
327812,1
279088,1
544844,1
466966,1
538028,1
26874,1
267391,1
328039,1
463822,1
15010,1
255815,1
520615,1
277005,1
271801,1
388407,1
240519,1
407328,1
270606,1
387119,1
273438,1
267932,1
275484,1
388059,1
522881,1
564177,1
15264,1
471209,1
263408,1
338465,1
519612,1
388137,1
387731,1
463550,1
328061,1
266703,1
532435,1
522919,1
558793,1
386550,1
253239,1
279266,1
28428,1
516081,1
264964,1
388779,1
388629,1
558650,1
388101,1
240618,1
282244,1
467526,1
349521,1
472020,1
529010,1
272659,1
388745,1
388939,1
523312,1
278813,1
388159,1
517578,1
467545,1
270243,1
534161,1
250269,1
27686,1
243081,1
388571,1
517375,1
549673,1
558545,1
267603,1
266733,1
158231,1
542267,1
518310,1
271813,1
520810,1
389039,1
388226,1
351698,1
240666,1
265844,1
472460,1
346739,1
535446,1
283412,1
463012,1
387402,1
388469,1
32672,1
519308,1
467505,1
517059,1
255095,1
236349,1
271721,1
558445,1
279477,1
199067,1
234926,1
371265,1
469547,1
486924,1
374654,1
562329,1
467930,1
533950,1
544036,1
276196,1
388937,1
489617,1
388755,1
387310,1
357233,1
281646,1
269517,1
381656,1
248944,1
277849,1
388969,1
522812,1
388580,1
345665,1
446414,1
349042,1
277401,1
520414,1
280899,1
282589,1
519525,1
265992,1
381564,1
22989,1
386476,1
521281,1
538029,1
280176,1
226213,1
268144,1
539383,1
115730,1
264504,1
389003,1
388853,1
357805,1
388833,1
280160,1
278102,1
483823,1
428678,1
25228,1
251008,1
255140,1
558771,1
519951,1
590220,1
387785,1
270837,1
543318,1
269253,1
273874,1
358560,1
388392,1
519429,1
12389,1
565696,1
537227,1
266375,1
386918,1
347667,1
558814,1
247653,1
277871,1
270917,1
518537,1
358433,1
522890,1
388073,1
536385,1
350976,1
516529,1
564334,1
222012,1
564258,1
351495,1
558631,1
558580,1
347324,1
388927,1
558719,1
264633,1
253567,1
32182,1
545710,1
545714,1
351302,1
263751,1
388145,1
32073,1
387845,1
387733,1
349926,1
240785,1
283328,1
435374,1
528997,1
268647,1
530560,1
351526,1
270740,1
226798,1
388372,1
272023,1
281769,1
428493,1
276444,1
264662,1
388338,1
249618,1
254411,1
387563,1
32570,1
387703,1
240592,1
357844,1
564259,1
253266,1
386874,1
522535,1
327416,1
274231,1
25629,1
271872,1
226959,1
349124,1
27332,1
240809,1
270184,1
544982,1
263081,1
544006,1
520896,1
558507,1
544096,1
558829,1
387569,1
538906,1
522230,1
531234,1
544795,1
357803,1
516513,1
281713,1
240695,1
516459,1
483489,1
213489,1
226498,1
15170,1
349110,1
537625,1
268503,1
240507,1
386790,1
387392,1
25000,1
350216,1
387907,1
531264,1
484607,1
25043,1
562267,1
282858,1
386422,1
11802,1
328168,1
27668,1
270788,1
563701,1
278430,1
358716,1
520612,1
544465,1
226964,1
530327,1
28133,1
403324,1
388231,1
388212,1
245329,1
226471,1
214948,1
449986,1
210926,1
31992,1
227181,1
350099,1
26814,1
26823,1
8885,1
528557,1
269438,1
283265,1
266881,1
436501,1
539321,1
263606,1
270334,1
268392,1
535457,1
345541,1
536634,1
528320,1
270632,1
213141,1
516247,1
529264,1
349007,1
518076,1
278984,1
270440,1
236851,1
25214,1
270975,1
530765,1
280485,1
275583,1
276388,1
328679,1
33443,1
553355,1
265912,1
269201,1
544419,1
264775,1
25858,1
529174,1
254264,1
281364,1
216509,1
274621,1
519391,1
215340,1
484431,1
327135,1
14009,1
522838,1
484580,1
15287,1
537445,1
24997,1
449969,1
282166,1
33410,1
273189,1
539029,1
8760,1
428458,1
558521,1
436449,1
24978,1
264777,1
214107,1
235456,1
403541,1
544762,1
553342,1
282750,1
24994,1
347157,1
450616,1
341447,1
536171,1
517984,1
278956,1
256256,1
450529,1
539844,1
251583,1
265409,1
558579,1
518071,1
450584,1
24976,1
516989,1
531365,1
268664,1
531310,1
434050,1
267699,1
263322,1
428693,1
529681,1
14155,1
428415,1
247428,1
449983,1
553373,1
275387,1
282729,1
263185,1
200547,1
518152,1
13933,1
265704,1
263147,1
347440,1
517891,1
267560,1
523188,1
523295,1
519331,1
275261,1
520018,1
262773,1
278293,1
516629,1
28056,1
248882,1
24967,1
516558,1
345572,1
532070,1
516702,1
529256,1
521447,1
254590,1
516455,1
518975,1
283672,1
272348,1
263622,1
273935,1
27752,1
402868,1
251214,1
539723,1
531888,1
262746,1
453979,1
215019,1
436542,1
247556,1
25528,1
265623,1
428599,1
213954,1
276025,1
278711,1
434212,1
481348,1
522183,1
24931,1
283160,1
25040,1
462917,1
558555,1
11754,1
523209,1
531894,1
535753,1
280784,1
28218,1
518362,1
407366,1
531829,1
264085,1
348687,1
538823,1
544421,1
266257,1
250963,1
517227,1
215098,1
251928,1
536130,1
279436,1
214419,1
522340,1
252979,1
255606,1
25530,1
275948,1
530633,1
402583,1
387139,1
522231,1
248789,1
272796,1
278133,1
450142,1
267240,1
227491,1
26898,1
537909,1
543188,1
25753,1
532093,1
516946,1
282903,1
270931,1
523265,1
24925,1
263940,1
529183,1
528463,1
275442,1
280531,1
276894,1
531138,1
538365,1
32096,1
15656,1
277887,1
280205,1
517961,1
522818,1
236058,1
249115,1
268631,1
276841,1
253306,1
521382,1
521925,1
213055,1
282417,1
276060,1
266034,1
538424,1
8836,1
522166,1
531115,1
277466,1
532861,1
528615,1
279222,1
402996,1
371987,1
273642,1
521884,1
535037,1
528337,1
521100,1
11866,1
24942,1
279275,1
265119,1
243823,1
517639,1
27975,1
252889,1
521435,1
520851,1
279463,1
280405,1
388740,1
266863,1
347831,1
280584,1
272724,1
428652,1
520633,1
25226,1
267016,1
25506,1
25038,1
22954,1
282203,1
516225,1
273339,1
517950,1
531374,1
252922,1
283281,1
266851,1
532944,1
403034,1
280185,1
247411,1
558877,1
278051,1
263158,1
553354,1
274489,1
327367,1
278689,1
277857,1
538423,1
271036,1
403879,1
518864,1
530003,1
484449,1
530651,1
279969,1
262873,1
273282,1
518902,1
520953,1
281151,1
436579,1
528289,1
275025,1
905,1
270702,1
278619,1
529731,1
272531,1
255501,1
349818,1
537480,1
263217,1
15279,1
283749,1
536178,1
271318,1
256358,1
274573,1
253467,1
481661,1
202344,1
270747,1
539855,1
406779,1
25096,1
516120,1
279991,1
268028,1
250550,1
535772,1
532530,1
279500,1
266281,1
25379,1
463050,1
553371,1
255755,1
404413,1
533252,1
33126,1
530561,1
263604,1
246592,1
328692,1
271568,1
450581,1
245085,1
278655,1
277273,1
25543,1
436146,1
247749,1
484468,1
403564,1
449966,1
263258,1
515896,1
270105,1
283407,1
534033,1
345611,1
518548,1
250080,1
287753,1
533666,1
517357,1
273426,1
273692,1
267025,1
240518,1
434334,1
276416,1
275878,1
267645,1
369744,1
349990,1
272780,1
449989,1
436094,1
517209,1
515919,1
279350,1
532465,1
254508,1
244242,1
537749,1
403572,1
264956,1
265675,1
518117,1
537176,1
235124,1
523000,1
484273,1
403537,1
26970,1
533023,1
522610,1
28271,1
327180,1
25561,1
327547,1
279353,1
346171,1
236625,1
266296,1
214153,1
402979,1
251318,1
278538,1
281573,1
28507,1
270072,1
349115,1
520237,1
247943,1
593106,1
521070,1
251201,1
517062,1
24971,1
449978,1
280000,1
27565,1
515901,1
250266,1
518375,1
536293,1
269542,1
267767,1
272828,1
481591,1
268138,1
268975,1
271507,1
281126,1
280307,1
32363,1
530558,1
517323,1
212019,1
25790,1
283716,1
348424,1
28436,1
216189,1
534924,1
277905,1
528353,1
404461,1
536394,1
25076,1
263202,1
520544,1
271470,1
481549,1
519326,1
271248,1
235190,1
272378,1
406554,1
235232,1
591103,1
264254,1
350415,1
434916,1
234603,1
273677,1
275799,1
251850,1
200500,1
280132,1
369830,1
279581,1
350280,1
402730,1
25686,1
28423,1
267175,1
530841,1
350265,1
348378,1
523088,1
280849,1
199596,1
213835,1
532034,1
199459,1
327400,1
215355,1
27672,1
236506,1
197613,1
264623,1
266641,1
275108,1
522714,1
529659,1
280304,1
281825,1
283565,1
283713,1
273324,1
211235,1
518942,1
347261,1
515988,1
236233,1
236677,1
282480,1
529326,1
522385,1
271983,1
271329,1
385226,1
273875,1
281904,1
532651,1
267176,1
241851,1
404346,1
463686,1
25779,1
199984,1
25438,1
234684,1
282251,1
13610,1
26776,1
544318,1
277101,1
281312,1
535624,1
463740,1
411705,1
208263,1
239450,1
547761,0
574275,1
562747,1
224359,1
395004,0
572855,1
595386,1
395293,1
232085,0
222325,0
395297,1
546723,0
28142,0
595767,1
547614,0
577690,1
207878,1
394014,0
582507,1
207440,0
312987,0
223950,1
547956,0
218279,1
21770,0
567908,1
240016,1
228280,0
244766,1
572997,1
595680,1
394883,0
395529,1
239504,1
396395,0
238266,0
223355,1
223081,1
563070,1
561798,1
461510,0
560919,1
81675,1
579509,1
561897,1
569072,1
233061,0
586981,1
395935,0
265976,1
395380,1
200451,1
567684,1
561511,1
529136,0
372103,0
562750,1
546532,0
570481,1
221570,0
562662,1
576985,1
304696,0
208166,1
400269,0
119508,0
571274,1
417221,1
282419,1
232982,0
465806,1
410721,1
582727,1
239193,0
208579,0
574309,1
221516,0
232523,0
570248,1
377111,0
403866,1
313941,0
233145,0
452381,0
582179,1
547530,0
231994,0
546822,0
393668,0
574291,1
231722,0
200388,0
521224,0
551196,1
386737,1
208750,0
478142,0
595770,1
126926,0
233546,0
589245,1
562853,1
547310,0
76937,1
547743,0
489972,0
223027,1
223941,1
573864,1
393800,0
322740,0
584501,1
220870,0
578436,1
571609,1
232162,0
295545,0
395952,0
400042,1
238316,1
267433,1
394274,1
139510,0
139902,0
232199,0
475824,0
337628,0
583360,1
546640,0
582531,1
207879,1
547486,0
123797,0
566795,1
237765,1
233378,0
465869,0
238571,0
208082,0
563058,1
223940,1
47240,1
307525,0
489420,0
460452,0
116224,0
367051,0
294110,0
240053,1
547501,0
206280,1
595518,1
584212,1
580885,1
578150,1
563087,1
549143,1
546992,0
395777,0
574197,1
547583,0
394956,0
432987,1
415996,1
239726,0
292951,0
21444,0
222438,0
577212,1
487107,0
206188,1
595379,1
98412,1
223264,1
588479,1
234793,0
22053,0
585930,1
571455,1
306827,0
93780,1
338068,0
207972,1
240072,1
394905,0
31312,1
400199,0
582161,1
563598,1
451695,0
91622,1
576579,1
547485,0
55831,1
206051,1
313085,0
222117,0
135126,0
394277,0
207655,0
394493,0
547345,0
563114,1
581059,1
547879,0
458682,0
238281,0
131324,0
125868,0
457849,0
233210,0
570553,1
396325,1
394482,0
575176,1
237935,0
492232,0
394869,0
207890,1
205920,1
481123,1
450453,1
309032,0
82294,1
360979,1
450410,1
567745,1
268541,0
570791,1
223992,1
224035,1
209207,1
402808,1
335624,0
571456,1
393695,1
571090,1
394371,1
233677,0
561557,1
409324,1
586822,1
583781,1
427423,1
390324,1
547227,0
238262,1
47806,1
450454,1
69452,1
222426,0
223629,1
198451,1
584519,1
